ID,Job_Title,Salary_Estimate,FIELD4,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
166,"Data Engineer 4 - Contract","$59K-$115K (Glassdoor est.)",NULL,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+,-1,"Nonprofit Organization","Religious Organizations",Non-Profit,"Unknown / Non-Applicable",-1,0,0,59,115,87.0,"The Church of Jesus Christ of Latter-day Saints",UT,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
167,"Data Analyst - Asset Management","$71K-$136K (Glassdoor est.)",NULL,4.3,"Maximus Real Estate Partners
4.3","San Francisco, CA","San Francisco, CA","51 - 200",2013,"Company - Private","Real Estate","Real Estate","Unknown / Non-Applicable","Greystar, The Related Companies, Prometheus Real Estate Group",0,0,71,136,103.5,"Maximus Real Estate Partners",CA,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
168,"Senior Research Scientist - Embedded System Development for DevOps","$81K-$167K (Glassdoor est.)",NULL,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,81,167,124.0,"Software Engineering Institute",PA,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
169,"Data Scientist - Bioinformatics","$49K-$85K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67.0,PNNL,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
170,"Data Engineer","$60K-$114K (Glassdoor est.)",NULL,3.9,"AVANADE
3.9","Washington, DC","Seattle, WA",10000+,2000,"Company - Private","IT Services","Information Technology","$2 to $5 billion (USD)","Slalom, Cognizant Technology Solutions, Deloitte",0,0,60,114,87.0,AVANADE,DC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
171,"Customer Data Scientist/Sales Engineer","$71K-$204K (Glassdoor est.)",NULL,4.3,"h2o.ai
4.3","Chicago, IL","Mountain View, CA","201 - 500",2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",-1,0,0,71,204,137.5,h2o.ai,IL,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,"data scientist",na,P
172,"Lead Data Scientist","$75K-$125K (Glassdoor est.)",NULL,3.8,"PatientPoint
3.8","Cincinnati, OH","Cincinnati, OH","201 - 500",1987,"Company - Private","Advertising & Marketing","Business Services","$100 to $500 million (USD)","Outcome Health, Health Media Network, Mesmerize Marketing",0,0,75,125,100.0,PatientPoint,OH,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"data scientist",sr,M
174,"MongoDB Data Engineer II","$77K-$136K (Glassdoor est.)",NULL,3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN","Chattanooga, TN","5001 - 10000",1945,"Nonprofit Organization","Insurance Carriers",Insurance,"$5 to $10 billion (USD)",-1,0,0,77,136,106.5,"BlueCross BlueShield of Tennessee",TN,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,"data engineer",na,na
175,"Senior Data Scientist Statistics","$74K-$123K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,74,123,98.5,PNNL,WA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,P
177,"Senior Data Analyst","$44K-$78K (Glassdoor est.)",NULL,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL","501 - 1000",2010,"Company - Private","Security Services","Business Services","$100 to $500 million (USD)",-1,0,0,44,78,61.0,KnowBe4,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
178,"Senior Spark Engineer (Data Science)","$65K-$148K (Glassdoor est.)",NULL,4.4,"KSM Consulting
4.4","Indianapolis, IN","Indianapolis, IN","51 - 200",2008,"Company - Private",Consulting,"Business Services","Unknown / Non-Applicable",-1,0,0,65,148,106.5,"KSM Consulting",IN,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"data scientist",sr,na
179,"Data Engineer","$59K-$110K (Glassdoor est.)",NULL,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA","51 - 200",2005,"Company - Private",Internet,"Information Technology","Unknown / Non-Applicable",-1,0,0,59,110,84.5,"Cogo Labs",MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,na
180,"BI & Platform Analytics Manager","$85K-$134K (Glassdoor est.)",NULL,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ","1001 - 5000",1846,"Company - Public","Consumer Products Manufacturing",Manufacturing,"$2 to $5 billion (USD)",-1,0,0,85,134,109.5,"Church & Dwight",NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"Data scientist project manager",na,M
181,"Lead Data Scientist","$124K-$204K (Glassdoor est.)",NULL,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA","5001 - 10000",1851,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)",-1,0,0,124,204,164.0,MassMutual,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"data scientist",sr,P
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)","$131K-$207K (Glassdoor est.)",NULL,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+,1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",-1,0,0,131,207,169.0,Genentech,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"data scientist",sr,P
183,"Senior Data Scientist","$110K-$174K (Glassdoor est.)",NULL,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA","5001 - 10000",1996,"Company - Public","Telecommunications Services",Telecommunications,"$2 to $5 billion (USD)",-1,0,0,110,174,142.0,"Juniper Networks",CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,"data scientist",sr,P
185,"Pricipal Scientist Molecular and cellular biologist","$52K-$101K (Glassdoor est.)",NULL,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,52,101,76.5,"Takeda Pharmaceuticals",MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,P
187,"Data Scientist (Actuary, FSA or ASA)","$81K-$133K (Glassdoor est.)",NULL,3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD","501 - 1000",1981,"Company - Private","Insurance Carriers",Insurance,"$500 million to $1 billion (USD)",-1,0,0,81,133,107.0,"Legal & General America",MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"data scientist",na,M
188,"Staff Data Scientist","$132K-$211K (Glassdoor est.)",NULL,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+,1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","Seagate Technology, Toshiba",0,0,132,211,171.5,"Western Digital",CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"data scientist",na,M
190,"Senior Data Scientist / Machine Learning","$73K-$119K (Glassdoor est.)",NULL,3.9,"Health IQ
3.9","Dallas, TX","Mountain View, CA","201 - 500",2013,"Company - Private","Insurance Agencies & Brokerages",Insurance,"Unknown / Non-Applicable",-1,0,0,73,119,96.0,"Health IQ",TX,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,P
191,"Data Scientist - Health Data Analytics","$110K-$175K (Glassdoor est.)",NULL,4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA","51 - 200",2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",-1,0,0,110,175,142.5,Nuna,CA,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
192,"Data Engineer 5 - Contract (Remote)","$74K-$140K (Glassdoor est.)",NULL,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+,-1,"Nonprofit Organization","Religious Organizations",Non-Profit,"Unknown / Non-Applicable",-1,0,0,74,140,107.0,"The Church of Jesus Christ of Latter-day Saints",UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
193,"Senior Scientist - Neuroscience","$100K-$190K (Glassdoor est.)",NULL,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA","1001 - 5000",2010,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $2 billion (USD)","Shire, GlaxoSmithKline, Allergan",0,0,100,190,145.0,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
194,"Senior Data Analyst","$43K-$80K (Glassdoor est.)",NULL,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA","201 - 500",1993,"Nonprofit Organization","Colleges & Universities",Education,"$25 to $50 million (USD)","Ellucian, Parchment, College Board",0,0,43,80,61.5,"National Student Clearinghouse",VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
197,"Medical Lab Scientist","$17-$24 Per Hour(Glassdoor est.)",NULL,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA","5001 - 10000",2017,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",-1,1,0,35,49,42.0,"Tower Health",PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
198,"Risk and Analytics IT, Data Scientist","$91K-$149K (Glassdoor est.)",NULL,2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI","51 - 200",1951,Government,"Investment Banking & Asset Management",Finance,"$50 to $100 million (USD)",-1,0,0,91,149,120.0,"State of Wisconsin Investment Board",WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"data scientist",na,na
199,"Scientist, Analytical Development","$42K-$82K (Glassdoor est.)",NULL,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",-1,0,0,42,82,62.0,"Rubius Therapeutics",MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,P
200,"Senior Data Scientist","$116K-$185K (Glassdoor est.)",NULL,4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 - 10000",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",-1,0,0,116,185,150.5,Autodesk,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,"data scientist",sr,P
201,"Analytics Manager","$59K-$116K (Glassdoor est.)",NULL,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI","201 - 500",1967,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",-1,0,0,59,116,87.5,OneMagnify,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data scientist project manager",na,na
202,"Data Engineer","$48K-$95K (Glassdoor est.)",NULL,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL","51 - 200",2006,"Company - Public","Advertising & Marketing","Business Services","$25 to $50 million (USD)","Linqia, Collective Bias",0,0,48,95,71.5,IZEA,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,na
203,"Digital Marketing & ECommerce Data Analyst","$31K-$72K (Glassdoor est.)",NULL,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA","51 - 200",2006,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores",Retail,"$100 to $500 million (USD)",-1,0,0,31,72,51.5,"Vionic Group",CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na
204,"Sr. Scientist - Digital & Image Analysis/Computational Pathology","$105K-$198K (Glassdoor est.)",NULL,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,105,198,151.5,"Takeda Pharmaceuticals",CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
205,"Senior Data Analyst","$55K-$100K (Glassdoor est.)",NULL,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ","201 - 500",2014,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",-1,0,0,55,100,77.5,"Dodge Data & Analytics",NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
206,"Principal Scientist - Immunologist","$98K-$182K (Glassdoor est.)",NULL,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,98,182,140.0,"Takeda Pharmaceuticals",MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
207,"Senior Data Scientist","$73K-$124K (Glassdoor est.)",NULL,3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA","1001 - 5000",1982,"Company - Private","Insurance Carriers",Insurance,"$10 to $25 million (USD)","Arbella Insurance, Safety Insurance",0,0,73,124,98.5,"Plymouth Rock Assurance",NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
208,"Principal Data Scientist with over 10 years experience","Employer Provided Salary:$200K-$250K",NULL,-1.0,"CA-One Tech Cloud","San Francisco, CA","Fremont, CA","51 - 200",2017,"Company - Private","IT Services","Information Technology","$5 to $10 million (USD)",-1,0,1,200,250,225.0,"CA-One Tech Clou",CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"data scientist",sr,na
209,"MED TECH/LAB SCIENTIST - LABORATORY","$21-$34 Per Hour(Glassdoor est.)",NULL,3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE","1001 - 5000",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)",-1,1,0,43,70,56.5,"Beebe Healthcare",DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
210,"Sr. Scientist, Quantitative Translational Sciences","$117K-$206K (Glassdoor est.)",NULL,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,117,206,161.5,"Takeda Pharmaceuticals",MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
211,"Sr. Data Scientist II","$111K-$183K (Glassdoor est.)",NULL,3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda","1001 - 5000",1948,"Company - Public","Insurance Carriers",Insurance,"$1 to $2 billion (USD)",-1,0,0,111,183,147.0,"Argo Group US",NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,"data scientist",sr,na
212,"Excel / VBA / sql_ Data Analyst","$44K-$78K (Glassdoor est.)",NULL,4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO","501 - 1000",1961,"Company - Private",Energy,"Oil, Gas, Energy & Utilities","$1 to $2 billion (USD)",-1,0,0,44,78,61.0,"Associated Electric Cooperative",MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
213,"Machine Learning Research Scientist","$81K-$159K (Glassdoor est.)",NULL,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,81,159,120.0,"Software Engineering Institute",PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"machine learning engineer",na,P
215,"VP, Data Science","$83K-$166K (Glassdoor est.)",NULL,3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA","1001 - 5000",2008,"Company - Public",Lending,Finance,"$500 million to $1 billion (USD)","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,PennyMac,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"data scientist",na,na
216,"Senior Data Scientist","$114K-$182K (Glassdoor est.)",NULL,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA","51 - 200",2009,"Company - Private","Financial Analytics & Research",Finance,"$50 to $100 million (USD)",-1,0,0,114,182,148.0,"Zest AI",CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
217,"Radar Data Analyst","$42K-$76K (Glassdoor est.)",NULL,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA","51 - 200",1996,"Company - Private","Aerospace & Defense","Aerospace & Defense","$25 to $50 million (USD)","Torch Technologies, American Systems",0,0,42,76,59.0,"DECISIVE ANALYTICS Corporation",AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
221,"PL Actuarial-Lead Data Scientist","$114K-$179K (Glassdoor est.)",NULL,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA","5001 - 10000",1852,"Company - Public","Insurance Carriers",Insurance,"$5 to $10 billion (USD)",-1,0,0,114,179,146.5,"The Hanover Insurance Group",MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
223,"PV Scientist","$60K-$123K (Glassdoor est.)",NULL,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA","201 - 500",-1,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",-1,0,0,60,123,91.5,"Karyopharm Therapeutics Inc.",MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,P
224,"Senior Data & Machine Learning Scientist","$100K-$166K (Glassdoor est.)",NULL,3.0,"Tempus Labs
3.0","Chicago, IL","Chicago, IL","501 - 1000",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",-1,0,0,100,166,133.0,"Tempus Labs",IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,"machine learning engineer",sr,P
225,"Principal Data Scientist (Computational Chemistry)","$108K-$173K (Glassdoor est.)",NULL,4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT","51 - 200",2013,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $5 million (USD)",-1,0,0,108,173,140.5,"Recursion Pharmaceuticals",UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"data scientist",sr,na
226,"Data Engineer","$48K-$93K (Glassdoor est.)",NULL,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO","501 - 1000",-1,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",-1,0,0,48,93,70.5,"P2 Energy Solutions",LA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,na
228,"Principal Scientist, Chemistry & Immunology","$54K-$115K (Glassdoor est.)",NULL,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,54,115,84.5,"Rochester Regional Health",NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
229,"Software Engineer - Data Visualization","$60K-$127K (Glassdoor est.)",NULL,4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD","51 - 200",2002,"Company - Private","Computer Hardware & Software","Information Technology","$5 to $10 million (USD)",-1,0,0,60,127,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
230,"Scientist/Senior Scientist, Autoimmune","$90K-$179K (Glassdoor est.)",NULL,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",-1,0,0,90,179,134.5,"Rubius Therapeutics",MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
233,"Staff Machine Learning Engineer","$138K-$224K (Glassdoor est.)",NULL,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA","201 - 500",2007,"Company - Private",Internet,"Information Technology","$10 to $25 million (USD)","FLURRY, Chartboost",0,0,138,224,181.0,Tapjoy,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"machine learning engineer",na,na
234,"Principal Scientist, Hematology","$54K-$115K (Glassdoor est.)",NULL,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,54,115,84.5,"Rochester Regional Health",NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
235,"Lead Data Engineer","$190K-$220K(Employer est.)",NULL,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA","51 - 200",2010,"Company - Private",Internet,"Information Technology","$50 to $100 million (USD)","Credit Karma, LendUp, SoFi",0,0,190,220,205.0,"Credit Sesame",CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
239,"Marketing Data Analyst","$35K-$62K (Glassdoor est.)",NULL,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA","1001 - 5000",1986,"Company - Private",Gambling,"Arts, Entertainment & Recreation","$100 to $500 million (USD)",-1,0,0,35,62,48.5,"San Manuel Casino",CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
240,"Medical Laboratory Scientist","$18-$25 Per Hour(Glassdoor est.)",NULL,4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX","1001 - 5000",1977,Hospital,"Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)",-1,1,0,37,52,44.5,"Texas Health Huguley Hospital",TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
242,"R&D Specialist/ Food Scientist","$39K-$66K (Glassdoor est.)",NULL,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX","501 - 1000",-1,"Company - Private","Food & Beverage Manufacturing",Manufacturing,"$100 to $500 million (USD)",-1,0,0,39,66,52.5,"Teasdale Latin Foods",IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
243,"Senior Research Scientist-Machine Learning","$81K-$167K (Glassdoor est.)",NULL,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,81,167,124.0,"Software Engineering Institute",PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"machine learning engineer",sr,P
245,"Analytics Manager - Data Mart","$42K-$86K (Glassdoor est.)",NULL,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA","501 - 1000",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,42,86,64.0,"Central California Alliance for Health",CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data scientist project manager",na,na
246,"Sr. Data Engineer - Contract-to-Hire (Java)","$69K-$127K (Glassdoor est.)",NULL,3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+,1958,"Company - Private","Gas Stations",Retail,"$10+ billion (USD)","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98.0,"Pilot Flying J Travel Centers LLC",TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,M
247,"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB","$21-$34 Per Hour(Glassdoor est.)",NULL,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE","1001 - 5000",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)",-1,1,0,43,70,56.5,"Beebe Healthcare",DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
248,"Food Scientist - Developer","$40K-$68K (Glassdoor est.)",NULL,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI","501 - 1000",1964,"Company - Private","Food & Beverage Manufacturing",Manufacturing,"Unknown / Non-Applicable",-1,0,0,40,68,54.0,"Palermo's Pizza",WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
250,"Staff Scientist-Downstream Process Development","$49K-$113K (Glassdoor est.)",NULL,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 - 500",1961,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)",-1,0,0,49,113,81.0,"Advanced BioScience Laboratories",MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,P
251,"Sr. Data Engineer","$75K-$140K (Glassdoor est.)",NULL,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL","1001 - 5000",2005,"Company - Public","Transportation Management","Transportation & Logistics","$2 to $5 billion (USD)","C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,"Echo Global Logistics",IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
253,"Data Scientist - Quantitative","$86K-$139K (Glassdoor est.)",NULL,3.8,"Truckstop.com
3.8","Chicago, IL","New Plymouth, ID","501 - 1000",1995,"Company - Private","Logistics & Supply Chain","Transportation & Logistics","Unknown / Non-Applicable",-1,0,0,86,139,112.5,Truckstop.com,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"data scientist",na,M
254,"Data Scientist","$66K-$112K (Glassdoor est.)",NULL,3.7,"Lockheed Martin
3.7","Herndon, VA","Bethesda, MD",10000+,1995,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)","Boeing, Northrop Grumman, Raytheon",0,0,66,112,89.0,"Lockheed Martin",VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,"data scientist",na,na
